text,sentiment,score
"@ellievolia oooon realli lucky, eh? awh definit earli work.",positive,0.5613572001457214
buttload homework!,negative,0.5083669424057007
need anoth copi visual studio 2008,neutral,0.6903602480888367
"we, school world, week.mi school silli anyway... look bright side. i'm off, u",neutral,0.42425107955932617
omg i'v econom test. dont know thing know omg im gonna fail,negative,0.795676589012146
"@robcthegeek upon time hundr island pride philippin tourism, coral/clam/rar fish poach in. kinda sad",negative,0.5859478116035461
"@henkuyinepu yeah, appar realli bad tast",negative,0.9516616463661194
@hummiemd know! realli surpris sinc everyon recommend youtube. call tomorrow figur out.,neutral,0.6720312237739563
wait airport ride get harass 2 men tri sell ugli hats.. me?! want sleep..,negative,0.9919988512992859
left id locat go bar fuckkkkkkkkkkkkk,negative,0.9114385843276978
@celycarmo i'm sorri understand last comment,negative,0.6357470154762268
@officialrandl announcement? stay late last night,negative,0.8914094567298889
"@kishorek strange, illeg torrent avlbl everywhere, legal dvd stock now???",negative,0.968650221824646
enough say imiss u,negative,0.5637365579605103
trolley pack like sardines! padr game remov car?! good call mts,positive,0.4657227396965027
"@randomlynat jeez, tri help haha.",negative,0.4888720214366913
@supamagg happen saturday night. along glitteri green lighter!,neutral,0.6228461861610413
tri reduc number cigarett day!,neutral,0.6458271741867065
yea quiet around cuz everyon work im bore death nobodi talk,negative,0.9826494455337524
gotta cook assign hard,negative,0.7230786085128784
"@treesahquich okay, applepears, i'v talk peopl they'v before. one ever told me, never",negative,0.7360717058181763
"@jennifermf know! i'm night owl nature, hahaha time zone behind you? almost 1",negative,0.5502558350563049
@mamasvan lol - nope! complet #camerafail,negative,0.9480420351028442
@maxime68 @megeld but! i'm useless sleep fair! want fun well!!!,negative,0.9872874021530151
pooki uti. nurs gabbi get back 100%!!! sodas!!!!!!!!!!!!!!,negative,0.6194157004356384
@jillianfish tweet someth damn it! hang please?,negative,0.8039231896400452
@anistorm,neutral,0.6192439198493958
"i'm behind video games, everyth matter. i'm yesterday news",negative,0.7924578189849854
"@sleep_til_noon did, one left got tempt ate soon got home chocol velvet &amp; ate mocha",negative,0.6161496043205261
stress blackberri keep flash red alert status reason!! fake hate it!!!,negative,0.9848286509513855
http://twitpic.com/2y34 - wanna wear doc marten out! worn sinc december.,neutral,0.6409851312637329
shoe repair shop guy could find shoes! go back see find coupl days.,negative,0.7872380018234253
@b_barnett realli see come,neutral,0.7889876961708069
"woke vivid, sketchy, not-cool dream life. time stare wall light on.",negative,0.922879159450531
it'll take 3 day sister get passport,negative,0.6973385214805603
@nicolerichi oh yes!! miss,positive,0.5835146903991699
uh oh... think get sick,negative,0.9454103708267212
good god ruin belli button!!!,negative,0.9418749809265137
watch frame roger rabbit. make miss toon town.,neutral,0.6074696779251099
"@akianz renting.. cheap renting, awesom house. 3 buy attempt fall",negative,0.8727434277534485
run nose + spin head = good combin meeting!,positive,0.9030873775482178
@eazydoesit87 negative.. lost vote confid,negative,0.9893634915351868
nasti budget due iphon sent appl today.,neutral,0.6448821425437927
@sofii_noel thatï¿½ bad,negative,0.9061285257339478
"dammit, episod 3 king play reason stop middl anyth",negative,0.8518505096435547
i'm upset miss chat quiz onlin free internet ceas,negative,0.9769779443740845
can't believ it! i'm disbelief way really. much take peopl alway get hurt others!!,negative,0.9937626719474792
car show season start without,negative,0.749708354473114
throat raw.,negative,0.8923949599266052
@kevchoic get it. person mind could even ish like this??? prayer fam real,negative,0.7112345695495605
@frago hate you. need see that. need call therapist now.,negative,0.9911934733390808
twilight come yesterday finger cross today,neutral,0.6972602009773254
@nilelegania glad abl help feel better. hate see sick love you!,negative,0.5053411722183228
tireddddddd. want sleep assign finish exam tomorrow studi,negative,0.8566896915435791
"know, thinking... need money",negative,0.6915242075920105
omg..it jst teusday,neutral,0.7343549132347107
@ddlovato @david_henri ummmmm cant find it.,negative,0.7095500230789185
heard found sandra cantu... 8 yrs old,neutral,0.5428629517555237
@corrosivecandi ive forgotten snoo-snoo wonder snoo-snoo ever meet again...,negative,0.9554805159568787
@amanorri wow last tweet made seem like giant sexist...sorri,negative,0.9465837478637695
"bathtub drain fired: haz 1 job 2 do, &amp; iz fail. got drano ass, &amp; iz still draining. wanna shower, dangit!!",negative,0.9925035238265991
stuck home,negative,0.9442091584205627
@nomadicmatt mine 1/10 get up?,neutral,0.5854071378707886
duckl famous children book stolen boston public garden - boston globe http://tinyurl.com/dc2htx via @sharethi oh no!!,negative,0.9317218065261841
"@appomattox_new thank you! however, hate list includ 2 convicts.",negative,0.7709815502166748
"head altrincham, again! hour instal",negative,0.470428466796875
morning!!! good im bloodi knackered!!! work today helppp!!!! xxx,positive,0.930976152420044
@jeffreecuntstar garage. park driveway!,neutral,0.6361886858940125
@lauredhel happened?,negative,0.49926769733428955
"&quot;on popular music&quot; t.w.adorno probabl difficult read ever prescribed, i'm actual struggl continu",negative,0.9434343576431274
"http://twitpic.com/2y36 - cant see flower fall dont camera, cellphon",negative,0.5002912878990173
"we'v good. i'm like snow right now, get use nice spring-lik weather. you?",neutral,0.606030285358429
@brian_armstrong piti youtub current block china. can't see vids.,negative,0.7601069808006287
@margaretcho happen show hightlight life,neutral,0.6849849820137024
best leather sofa world! offic though mean i'm still work,positive,0.6737672686576843
still 3 day internet get uncap,negative,0.9907522201538086
"get better days, could someth lodg belli",neutral,0.5171242952346802
love atekinzz much. &amp;&amp; soo miss her..,positive,0.95945805311203
wanna sneak zoo play kitti,neutral,0.725396990776062
@lolitariot oh hope get sick too!,negative,0.8581680655479431
@alejandralei dont think caus cousin birthday parti,neutral,0.7954898476600647
"sweet littl man fell asleep wait daddi big brother get home! poor baby, miss much today!",negative,0.8182380795478821
angel go miss athlet weekend,positive,0.4953215420246124
trust hard,neutral,0.4822664260864258
watch consid today. yaknow. shawnna tomomorrow;i need bestfriend,neutral,0.7653968334197998
grr want keep read wont anyth left read,negative,0.7232358455657959
"atekinzz, world you??",negative,0.6115911602973938
@rumlov no! u suppos date,negative,0.8531360626220703
"pear &amp; brie, bottl cabernet, &quot;win date tad hamilton&quot;... oh gawwd life flash forward i'm 40 75 cat",positive,0.6514800190925598
crap. need dress too.,negative,0.7466645836830139
@kaeeeep yeah! know! horrible!!!! ugh. saddening.,negative,0.9763879776000977
@brodh geez ur fun,negative,0.44530659914016724
wanna punk rock band,neutral,0.562559962272644
@jyesmith that lot angst tuesday afternoon,negative,0.9608882069587708
i'm glad britney crazi anymore! one hell show! i'm sad over. next up...ap cook county!,negative,0.9551405906677246
huuug headache! omg feel like crap!,negative,0.9713369607925415
@anistorm sorri,neutral,0.6529417634010315
@cleder sorry...i root too...,negative,0.6811145544052124
"man, took forever.",negative,0.8868434429168701
@shandasaurus see.,neutral,0.6476931571960449
list item ebay sell! take forever..meanwhil coleman watch hill season premier without me..,negative,0.949838399887085
"got present done, 23 slide done... i'm cri week hardest weeks.",negative,0.9059953093528748
lost $160,negative,0.881262481212616
like previous skin thing start season two. like went straight intro like,negative,0.6913873553276062
@houndour ...i wish there...i'm pretti good scare shit peopl,positive,0.49105268716812134
go sound vain... run fav lip gloss,negative,0.6858118772506714
"@stuiy never click link screams, &quot;i'm spider, i'm spider&quot;. known better. yucki",negative,0.9319655299186707
time work get sick?,negative,0.9024751782417297
@pratama imac came $320 indonesia states.,neutral,0.6274304389953613
dammit... need stop buy furnitur,negative,0.9687180519104004
@miss_sil half asleep turn laptop,negative,0.907774031162262
"death peaceful, life however, bite",negative,0.7518830299377441
think @jonathanrknight lost net ? sure hope,negative,0.7439901232719421
"http://is.gd/r8zf, http://is.gd/r8zy, http://is.gd/r8zg - test footag girlfriend (in hd) dark one underxpos",neutral,0.5724204182624817
tough game watch tonight state final go bed also stay watch season premier hills!,negative,0.554870069026947
seem jrubi support hpricot two version behind,neutral,0.6895206570625305
@jinxcat unlik sister...i still one,neutral,0.4486773908138275
frake app store piss http://tinyurl.com/c4ooho,negative,0.7996914386749268
log out. need study....,negative,0.7601158618927002
anyon els problem access ttb??? cant get on!!!,negative,0.9884569644927979
strong dislik peopl make stupid comment dont know whole stori,negative,0.9737396240234375
"@emmaketurah i'm sorri emma, swarley goldfish? i'm sad u.",negative,0.6070624589920044
"tweet alreadi gone, miss guy tonight.",negative,0.5480936169624329
can't sleep again. face kinda swollen. let allerg thing get thursday. school tomorrow? doubtful.,negative,0.9705638885498047
"@snick_the_dog izzi cat tree, she'll stare down, floor, chase runs.",negative,0.7772188186645508
offici ban godaddy.com comp. head hurt small print wast $10 could'v happili gone boba,negative,0.9581993818283081
@humanopium pretti much scari,positive,0.5784631371498108
@ilovepi mine too... i'm find well hard get fit...,neutral,0.4238661229610443
"good morning! readi 2 go, want 2 go back 2 bed",positive,0.5926991701126099
hate wait mail,negative,0.9527255296707153
wheat bread dollar store toast nice go tax call earli night,neutral,0.644320547580719
"kutner? mean knew someth go happen someon sad. &lt;3 hous well done, i'm still sad",negative,0.9472938179969788
@jonathanrknight aw ok goonite....,neutral,0.7026898264884949
ill cant go cinema!!,negative,0.9520319700241089
fell asleep . . . realli mean *christina*,negative,0.9129354953765869
"@kelleyrow hey, rememb time use friends?? ;) ugh. vomit. sick. need sleep",negative,0.9758833050727844
lymph node massiv rahm emanuel ball right,neutral,0.6650087833404541
oh comput sucks. think i'll abl listen xbox 360 fancast tonit,negative,0.9669110774993896
miss play trumpet,neutral,0.5575011372566223
throat still realli sore. meant go 5 day camp friday sure,negative,0.9441391229629517
@sasii know exact feel!,positive,0.6153817176818848
work,negative,0.5197992324829102
well bed time now. 1 am. *sighs* back 6 morn week wednesday.,negative,0.9490804672241211
@hert jesus camp? yeah...,neutral,0.6280877590179443
"@marybethun oh no! everyth happen today, forgot go dress shop opera tomorrow.",negative,0.7961050271987915
turtl better mac - last longer move faster,negative,0.5991483330726624
soaked. pleasant,negative,0.8118320107460022
@ginay sorri hear maggie. thought mum.,negative,0.6012012362480164
"@ewarden, may email one hope feel better.",neutral,0.6040427684783936
@miamiiboii dead @ yu gettin wen im leavin,negative,0.9193082451820374
@arlenecd pleas tell that somewher close california!!! lol!,neutral,0.5821991562843323
@phlaimeaux you?,neutral,0.6427647471427917
stupid arrang marriages... i'll convert marri me...lov you!,negative,0.9689725041389465
"@emilyrupp well said looser, show impli",positive,0.6349555850028992
poor sandra cantu &amp; cantu family! prayer go them! sick world live in. 8,negative,0.6792105436325073
fuck omg austin alway though man &lt;3 love,neutral,0.4825085401535034
@nicolerichi cri hard matthew die,neutral,0.5497744679450989
sad feet macbook fell : sad feet macbook fell,negative,0.8783563375473022
@chordsi - last find things? like twitter too.,neutral,0.6267393827438354
@lovebscott absolut not!!,negative,0.9066944122314453
http://twitpic.com/2y3cf - fill curri true indian come,neutral,0.7849858999252319
im soooo cold right,negative,0.7732141613960266
@heidimontag lol kant believ cam got beat upp sooo embarasssiiiin,negative,0.42463308572769165
@jonathanrknight good knight hun! look forward ur tweet again! hate keep miss fun cuz time differ,positive,0.8800036907196045
tumblr: exact feel wear ï¿½tieï¿½ http://tinyurl.com/c8bvqh,neutral,0.7333937883377075
@daniela_95616 hahaa!! realiz &quot;impune&quot; definit isnt word wanted... dang. i'm unclever.,neutral,0.4306843876838684
watch old video danc team such... make miss,negative,0.8058571815490723
wahh csi anywhere! dvr'ed love money 2 though - gonna watch sleep - goodnight tweeters&lt;3,positive,0.7839464545249939
struggl hard inventori,neutral,0.5899868607521057
@ddlovato hate us?? pleas,negative,0.9742236137390137
@ballinbitch haha im ballin. still got bill paaaaay,neutral,0.6080096960067749
i'm one day realli want work home. crap.,negative,0.944334864616394
@paul_e_wog wait...i game episodes? i'm confused.,negative,0.6849523782730103
@carlyw66 haha. cried... guess did....,negative,0.6180736422538757
get statistics! bunch mumbo jumbo me.,negative,0.9028664231300354
"@sloanb got it, sadly, work uk &amp; us moment",negative,0.5638764500617981
evict,neutral,0.5275167226791382
enjoy learn css.,neutral,0.6081451177597046
@nachojohnni brian make fuck u lol repli 2 ur message...did u get # ? miss u,neutral,0.4934003949165344
"@heidimontag dvr'd went watch it, appar dish network went miss catch rerun!",negative,0.6384492516517639
@jessdubb lmao. u may wait anoth season come thru. summ boo. hot nd dri ass weather,neutral,0.5747585296630859
@lizchavez can't set feet ground. miss eyelid peopl might get me!,negative,0.8989427089691162
@daniela_95616 english professor would ashamed.,negative,0.8752377033233643
[-o] wish frog becom extinct http://tinyurl.com/cxe8w7,negative,0.7909483313560486
"came home cross county, tire",neutral,0.611102819442749
want walk home snow. want pick up?,neutral,0.534808874130249
"@heidimontag lauren stubborn. love you, love her. feel bad you, though. made cri lol!",negative,0.5396659970283508
grouchy. want bmar,negative,0.8860489130020142
"heart broken everi morn drop foo pre school, understand mom say &quot;h heart broken&quot;.",negative,0.8005995750427246
feel well back hurt,negative,0.9480218291282654
im mood chocolate. want..... miniatur rees cups.,neutral,0.7193343043327332
can't take heat! like oven here. feel sick nwo,negative,0.9699953198432922
@nick_cart come chat 15 minut please? http://fanclub.backstreetboys.com/chat.php,neutral,0.6858972907066345
boredd. colddd internet keep stuf,negative,0.9703691005706787
"horribl nightmar last night affect sleep, i'm realli tire",negative,0.9663822650909424
"im lone keep company! 22 female, new york",neutral,0.5882671475410461
@born_4_broadway lost st. ignacius prepatori school. haha.,negative,0.6331807374954224
@birutagm yeah realli depressing... stuff like get,negative,0.9635622501373291
"@whoisariston problem, tongue-in-cheek remark. lot acronyms, nz",negative,0.9074246287345886
@greggrunberg hey said matt gonna go ballistic... disappoint good ep tho most,negative,0.9774686694145203
ugh horribl end sandra kantu stori prayer go out.,negative,0.8878116011619568
@danielledeleasa http://twitpic.com/2y1p - hate 2 b allerg want puppi soo bad i'v alreadi thought cool name,neutral,0.5552632808685303
morn folk 7.00 ..yawn! &amp; away see hors - hope twitter better behav today! last night travesti,negative,0.5167941451072693
@quandotcom miss mine too!,positive,0.9082496166229248
@amandaenglund sorri hear loss. mani year far.,negative,0.8627801537513733
@nicolerichi gossip girl repeat,neutral,0.6259989142417908
@inyoureyes2410 reckon,neutral,0.5991054177284241
find realli hard use twitter,neutral,0.6521923542022705
i'v stuck hous two day,negative,0.9825169444084167
realli sad realli know y!!??!!!,negative,0.9113706350326538
@thousand_mil,neutral,0.5196617841720581
"mayb one year i'll get tax return. girl dream, right?",neutral,0.7383741736412048
"back work, tire hell feel cold come",negative,0.9166233539581299
@clariann @knot2seri april 9th come soon enough,neutral,0.7909942865371704
"@hannahsix cream eye may herp - ocular herpes, differ strain. he okay though.",negative,0.7198654413223267
gotta repeat whole art folio cuz old one whole term work got wet,negative,0.9908303022384644
i'm readi weekend already. monday.,neutral,0.5652767419815063
@lovebscott umm nope..think im insomniac ..plus got flu...i'll sleepin like phuckin fish outta water minut now!,negative,0.9542707800865173
"finland sleep night, realli enough time",negative,0.7228777408599854
@lunafiko can't wait tri em prolli wait next weekend earliest,neutral,0.6775416135787964
shiner take bed blankets!,neutral,0.5085259079933167
@clariann april 9th come soon enough,neutral,0.739196240901947
want cri,neutral,0.6948676705360413
need go bank tomorrow go broke...,negative,0.9778429865837097
"earthquak itali sadden. three hour away naples, famili",negative,0.8640096783638
"sleeping, stress week come me.",negative,0.8289030194282532
@dragon yea work tp hack server 12player thing folk,negative,0.7387816905975342
hurt ankle!! go dr,negative,0.8737747669219971
@raymondroman oh noes. manag send someth trash empti without noticing! feel ya,negative,0.963334858417511
lost free copi radioact can't put ipod grr!and can't go + buy nother coz came paper,negative,0.9671630859375
make shit,negative,0.8087358474731445
"photoshop, hate crash",negative,0.9265970587730408
vacat make feel sick!,negative,0.9698492288589478
gone,negative,0.8602638244628906
listen murd 9th wonder- chillen miss crazi sex life,negative,0.6713159084320068
"@louie094: shooting!?!! careful, luisa",negative,0.7583739161491394
@hillary006 i'm sure everyon ruin gift whitney serious cell #...we easter well?,negative,0.5508576035499573
beso hollywood... tire,neutral,0.5441794395446777
"want wake earli tomorrow. damn you, work!",negative,0.9557698965072632
finish watch movi prayer bobby. broke heart,negative,0.9808925986289978
@syekr myki realli horrible?,negative,0.9654162526130676
@stephenkruis 2 put dog today someon ran,neutral,0.6856242418289185
@nevadawolf sorri hear dnf run tonight. alway risk get bad coord ftf!!,negative,0.5527251362800598
"@honey3223 get disgruntl peopl wrote esn, 1000 hit one day made it. bill pull 250 top",negative,0.8891456127166748
"@moony394 ohh! omg. lmao. i'm cri right now, lol! kutnerrrr best!",positive,0.8955397009849548
came back run took shower...whi lower stomach still hurt exercising?,negative,0.8825281262397766
watch fallon mom work project...school hard,negative,0.8039922714233398
56 min till home time counting! crave visit mac store close time get,negative,0.6352322697639465
@stephenkruis sorri hear that! take care!,positive,0.9043322801589966
@paulcol hmmm...greed good motiv individu better-not much take away other,negative,0.741500198841095
"@gabbyisact brat! rub in, you.... want mocha",negative,0.8006691932678223
kutnerrrr! why??? why?????? think 13 still show?? ugh. kutner/k penn - bright star ho ...,negative,0.9255643486976624
@redvinylgirl mom it. wish best luck,positive,0.6887899041175842
hate homework -.- head hurt bad,negative,0.9848532676696777
got ebay blues! item want jump bidder $100 hour.. still 3 hour go. i'd better get hope,negative,0.9464677572250366
@gigdiari know - littl depress ate much last night leftov today,negative,0.8473988771438599
"well pc live room suffer fatal partion lost, itun librari gone.. doc pics....",negative,0.9912279844284058
sad day: manu season,negative,0.8152188062667847
@stephenkruis poor spunky...it sad...mi rotti made 10 go path....i know feel,negative,0.9670866131782532
im sooo sad right need hug,negative,0.8189373016357422
"want step brother home im worried, dont even know. hope know much care him...",negative,0.8911800980567932
@heidimontag got done watch hills! love it! excit next episode! im sad last season!,positive,0.8324301242828369
@ryanmwilson aww stinks! *hugs*,negative,0.8328443169593811
"i'm tired. feel like crap. world feel crummy. make happy, usb disco mouse.",negative,0.9869019985198975
"dont want believ im reading...buu,so sad",negative,0.9605298638343811
wonder gamebattl,neutral,0.6416252851486206
white trash vs us... outnumbered. http://twitpic.com/2y3jp,negative,0.8905636072158813
"@emitstop true, use",neutral,0.611672043800354
"spring break last, one celebr",neutral,0.7139918804168701
morning! bah car start.. wait anwb....,negative,0.8813481330871582
"@katebornstein pretti anti memori tattoo strictest, there offici ban, disapprov famili",negative,0.85319584608078
"balamurugan, longterm member team leav month. we'll miss work hope well next ventur",positive,0.40078428387641907
@justgelo sad know found body. crazi world live in. child deserv ya know.,negative,0.9779711365699768
"wanna rock maxi dress @ coachella, lack fund",neutral,0.6968457102775574
cours babi scream crib night first day back work. let cri out? boooo,negative,0.9166292548179626
"home miss babi busi week ahead fri chill day guy kids, egg hunt sat, spiral dmb sat night easter!",neutral,0.7196521759033203
@followsavvi never found her. everytim click twitter thing myspace..... goe dude page,negative,0.9621998071670532
@stephenkruis that horribl sorryto hear that.,negative,0.9782164096832275
@david_henri cant find it! say dtmafiaoffici doesnt exist!ther jus 1 dtmafia found n u dun seem b followin wht do?,negative,0.8820891380310059
thought would support,neutral,0.5933547019958496
"augh, eff sarth stole mil nail polish, pretty! =o",negative,0.4198722243309021
wish spring fling tour dawn &amp; neece sigh g'knight,neutral,0.5461414456367493
hoyt distribut nz websit work me. great. like need,positive,0.5877863168716431
@crummyasshol like first movi cillian murphi hot,neutral,0.4198355972766876
wish good old cartoon come back. ie: captain planet! where wally! daria! (sad ),negative,0.49295809864997864
feel v good abt,positive,0.7996671795845032
got text sarah,neutral,0.5517650842666626
anoth day centr point - time earli start guess train ram commut,negative,0.55357825756073
"four game fall: modern warfar 2, halo 3 odst, brutal legend, bioshock 2 need cash",neutral,0.6965503692626953
"@d_castillo ugh, that disconcert",negative,0.9866451621055603
@devinthedude007 actual whole site final taken damn russian,negative,0.9778668284416199
tweet arent go,negative,0.7276763916015625
"finish delici breakfast, last pari i'll miss milk, europ tastiest milk world, drink us.",negative,0.8313851356506348
"ilearn out, great consid final week...",positive,0.966884970664978
@carmonium i'm stress outttt,negative,0.9866191744804382
also shouldv bern asleep hour ago,negative,0.9599480628967285
tri figur twitter thing...non friend yet. soo much see.,negative,0.5351495742797852
re-ping @kyle44: custom icon made! =] look cool edg could less squar might look bad diff background,negative,0.5566967129707336
want back la,neutral,0.5824989676475525
@enterbelladonna dunno use forum get frustrat it. i'll miss talk here.,negative,0.8965583443641663
@lilbucknuts41 option,neutral,0.7213975191116333
@georgeruiz unfortun one moment giant squid monster.,negative,0.9851463437080383
@thestar_rag want one branch midv open too?,neutral,0.767508327960968
"@danann aw, sorri hear that.",neutral,0.5456116795539856
"chang plans, order mac instead. time hit books!",negative,0.602378785610199
@polhillian yup.,neutral,0.5681688785552979
@nkdreamer see donni tweet stats? almost 700 @ replies...and jrk,neutral,0.5555092692375183
"@tim_graing nah, receiv stimulus yet",neutral,0.6579490303993225
@ikimb0 seen ur tweet . plz write bak u get this. havnt got one repli bak,neutral,0.5704503655433655
@mccainblogett awwwww tri go sleep 3 hour ago,negative,0.9383944272994995
"@stephenkruis i'm sorri hear that. alway sad lose close us, love them.",positive,0.9091400504112244
cant sleep im still feelin like piec shit,negative,0.9602976441383362
@stephenkruis oh sympathies. hard decision. alway hope old border colli go sleep. 14 too. *hug*,negative,0.7113571763038635
@josephheustess ...well realli cool part where... wont spoil,positive,0.5937302708625793
@limbecki i'm time warp without sad.,negative,0.5457242727279663
"@theresawhit true, lol still slap face warm end march",neutral,0.58332759141922
hate convert movi put em itouch,negative,0.9072136282920837
gross pimpl,negative,0.8570185303688049
@torturedladi yea ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol,negative,0.7480626106262207
one less follow tonight,negative,0.5230322480201721
@unholyknight mom last night. brb figur whether burn most.,negative,0.8490091562271118
feel like &quot;twitterer&quot; tweetdeck.,neutral,0.530055820941925
@wyldceltic1 karat tournament 8 week,neutral,0.7654526829719543
go sleep can't 1am again...and finish statist homework!,negative,0.9778760671615601
north carolina baby!! aint nothin stop nba draft,neutral,0.6879515647888184
can't sleep,negative,0.9114634394645691
"reaali miss john mayer twitters. fuck rude people. remov like tweets, bitchfucks.",negative,0.9446565508842468
go late one mqu today,negative,0.8872408866882324
im tire work...i need life....,negative,0.8659065365791321
"leavin work, feet hurt",negative,0.9382734894752502
@playradioplay sad unexpected. total cri haha.,negative,0.9752638339996338
superneej: morning! bah car start.. wait anwb....,negative,0.8116917610168457
still homework!!!,negative,0.9153815507888794
littl sad,neutral,0.48813357949256897
@deepbluesealov mom &amp; dad get around 6...too earli,neutral,0.6931455135345459
asleep two hour ago,negative,0.9236879348754883
@stephenkruis sorri hear dog.,neutral,0.4734049439430237
"funni littl thing make homesick, crimin breakn n2 brownston lawnord ci made misti",neutral,0.5325505137443542
"@djsoulsist yeah, great vid. 12&quot; single, sold year ago",positive,0.8031011819839478
im val mac iitsc clubroom. still sweat,negative,0.9413662552833557
@stephenkruis awww sad!!! i'm sorry!!,negative,0.9323716163635254
updatingffe. give noth good twenti minutes!,negative,0.7907870411872864
"hot compress rili workng pull muscl gng bed, good night",neutral,0.4731520414352417
invit &quot;healthi dining&quot; session ashok hotel today exec chef r.chopra damn workload - skip it!,negative,0.9913685917854309
@stephenkruis i'm sorri hear dog wish happier day come!,positive,0.84480220079422
@hellivina miss em too.,positive,0.8455515503883362
"@misstoriblack cool , tweet app razr 2",positive,0.8421776294708252
i'm bed. gotta wake hella earli tomorrow morning.,negative,0.6353581547737122
still procrastinating... hate organ cloth there much....,negative,0.9929128289222717
"play new mobbler v0.4.0 add great new features, play music e71, like v0.3.5",neutral,0.4955790936946869
@latroneb oh there one besti miss,positive,0.5492635369300842
"@esuriospiritus time come back flawda doubl dates! no, seriously, i'm sorri hear that.",negative,0.8540918827056885
i'm way late work client 12:10 #fb,negative,0.9855325818061829
blegghhhh go work,negative,0.49483272433280945
back work @ john muir dr http://loopt.us/koqabg,neutral,0.7333787679672241
@dachesterfrench email yesterday u never respond,negative,0.9867527484893799
go long year a fans.,negative,0.8396838307380676
got done watch new hous episode.definit one saddest episod ever.,negative,0.9825310111045837
man... tax suck. i'm horrifi someth wrong them. turbotax decid keep around lot stuff turn off.,negative,0.9950563907623291
sleep time. tomorrow gonna suck,negative,0.9290940165519714
wtf kutner! oh i'm piss @ house. mean realli wtf,negative,0.9745877385139465
@amberpacif know dont know said,neutral,0.522227942943573
cash rule everyth around,neutral,0.6469710469245911
pick oat market eat breakfast boy @adamgoldston time work usc... late night,negative,0.6925309300422668
feel sick much icecream,negative,0.9021325707435608
@faithgg45 comput shockwave...blah account yet,negative,0.9494895339012146
@rubyrose1 awww wish could go! sydney,positive,0.7998664379119873
@luxuryprg hahaha suriously! feel like everyon know show joke except lc!,negative,0.7813907861709595
"can't spell today, total suck",negative,0.9492674469947815
vaccin chicken-pox?should vaccin 3 yr old?i confus damn thing,negative,0.9511380791664124
@ school least last day!!!!!!,negative,0.897922933101654
yawwwn! gotta get earli tomorrow who readi weekend???,neutral,0.6664636135101318
miss home calv season...sad black one die morn wish bottl calves!,negative,0.6233845353126526
@stephenkruis sorri loss. brother dog sam sick w/cush disease.,negative,0.9071305394172668
back work. get spend next 8 hour alon dispatch room,negative,0.9707785248756409
"there new kind starburst: favereds. sound fab, bc cherri strawberri fav red ad watermellon yucki",neutral,0.7010851502418518
"well, much product 2 day angel",positive,0.4491191506385803
@andreabak oh gee - insomnia suck tri melatonin?,negative,0.6285356879234314
@vivekg86 good hear support netbeans. netbean know,positive,0.8222566246986389
@heidimontag wish would get time rest world. unforn cairo wait mtva play,negative,0.4944688677787781
heartbroken littl sandra. prayer family.,negative,0.9315846562385559
"@hadtobeyou i'm 900 words, i'll finish tomorrow mayb",negative,0.6927443742752075
@shortiethug come ur background cover screen mine corner?,neutral,0.5384796857833862
"wrote exact three line dialogu tonight, gave up.",negative,0.988979697227478
@ashman01 complaint facebook they'v chang much confus,negative,0.9907369017601013
slice finger,negative,0.505248486995697
go thru town traffic bypass stink,negative,0.5376561880111694
ugh can't sleep. wish good cuddl make ass,negative,0.9200367331504822
hate softwar updat download updat without tell me. never know what download,negative,0.9823940992355347
went ihop again. great diet least kung foo pancak time. -rachel-,positive,0.8047366738319397
internet hate me. night s'pose.,negative,0.9578506350517273
@contactab i'm jealous. miss open day year,negative,0.884593665599823
cruel wait review come in. far look like star trek best film year!,negative,0.5349643230438232
"debat shower now, sleep littl later tomorrow",neutral,0.598619282245636
stress alway culmin physic pain.,negative,0.9129027724266052
need sleep. cant,negative,0.814462423324585
littl pinki finger hurt much..,negative,0.9631304144859314
@sarahsaturday i'm sorri gift card ran out.... suck.,negative,0.9885653853416443
home spring break. one home tho,neutral,0.6985645294189453
access oneindia.mobi googl phone (android). support indic languag,neutral,0.7832134366035461
school take life much get sleep anymor .. still school work well,negative,0.8307464718818665
@mtsiaklid aw wish could! can't realli speak yia yia speak english,negative,0.5749155879020691
@winggato free comp lol,neutral,0.6258211731910706
get readi clean hous top bottom,neutral,0.47894343733787537
cri friend move away tomorrow,negative,0.7547491192817688
@swiftkaratechop stop nomnoms!!!! ..you share! night peoples!!,negative,0.7637874484062195
"think get cold caught daddy. oh no, trip would ruined.",negative,0.8960644602775574
@moony394 yeah bcoz kal penn visit lectur somewher n cant show anymore? im gonna miss,negative,0.8480348587036133
procrastin start earli quarter. want reaaaaad write paper,negative,0.6779030561447144
what? appar 52 degress 11pm washington state. miss winter alreadi,negative,0.574918270111084
bore home,neutral,0.5796908736228943
massag great. spill coke desk lame. watch simpson i'v finish hill dvds.,negative,0.9854114055633545
@nick_cart wait fanclub chat.. even tough favorit,negative,0.8458734154701233
mild left inner ear infection.. got irrit &quot;blocked&quot; feel sinc sunday..,negative,0.9549039602279663
@janebodehous hey there! nope. cute @hoytfortenberri away awhil,positive,0.6319801211357117
tuesday,neutral,0.521034836769104
haha even yo. know @thang twitter haha,neutral,0.4644111394882202
someon alarm clock phone woke 3am...stil got headach yesterday night,negative,0.9671244025230408
@kalichosich awww poor puppi ok?,negative,0.6505575776100159
